FL_DATE,OP_CARRIER,OP_CARRIER_FL_NUM,ORIGIN,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,Unnamed: 27,llm_delay_minutes,llm_delay_explain
2018-11-25,OO,3175,GJT,PHX,823,815.0,-8.0,18.0,833.0,941.0,13.0,1015,954.0,-21.0,0.0,,0.0,112.0,99.0,68.0,438.0,,,,,,,192,"The flight is delayed due to its relatively long distance (438 miles) compared to the available departure and arrival time slots, which results in a shorter total available flying time. Given the scheduled departure time of 08:23 UTC and the scheduled arrival time of 10:15 UTC, with a delay a few minutes would not be expected but is still on safe margin and the flight is arriving a little earlier than planned."
2018-03-12,G4,1356,CVG,PVD,1620,1617.0,-3.0,10.0,1627.0,1756.0,7.0,1812,1803.0,-9.0,0.0,,0.0,112.0,106.0,89.0,722.0,,,,,,,192,"The flight is delayed by approximately 192 minutes due to potential air traffic control issues at the CVG airport, which may have caused a delay in takeoff and subsequent flight trajectory."
2018-10-08,WN,921,IND,TPA,600,559.0,-1.0,10.0,609.0,802.0,2.0,815,804.0,-11.0,0.0,,0.0,135.0,125.0,113.0,837.0,,,,,,,45,The flight is delayed due to potential air traffic congestion and increased fuel costs.
2018-05-14,DL,2798,ATL,DTW,1058,1054.0,-4.0,15.0,1109.0,1236.0,8.0,1253,1244.0,-9.0,0.0,,0.0,115.0,110.0,87.0,594.0,,,,,,,195,"The departure time is earlier than the scheduled arrival time, indicating a delay. This could be due to delays in taxiing, takeoff, or other pre-flight operations."
2018-08-10,DL,2725,DTW,IAH,2015,2014.0,-1.0,12.0,2026.0,2150.0,6.0,2207,2156.0,-11.0,0.0,,0.0,172.0,162.0,144.0,1075.0,,,,,,,800,"The flight is delayed because it departed behind the scheduled departure time. This may be due to various factors such as heavy air traffic, technical issues or other operational constraints on that day. I couldn't access specific information about what caused this delay."
2018-06-04,YX,5904,DFW,LGA,1635,1715.0,40.0,22.0,1737.0,2125.0,9.0,2115,2134.0,19.0,0.0,,0.0,220.0,199.0,168.0,1389.0,0.0,0.0,9.0,0.0,10.0,,-120,"Flight 5904 is departing at 1635 but the scheduled arrival time at LGA is 2115, it is recommended to check with carrier for the reason of delay"
2018-07-23,MQ,3506,DFW,GSO,715,714.0,-1.0,28.0,742.0,1055.0,12.0,1056,1107.0,11.0,0.0,,0.0,161.0,173.0,133.0,999.0,,,,,,,-55,"Flight was delayed by 55 minutes, likely due to scheduling or mechanical issues since it arrived at the gate 1 hour before scheduled arrival time."
2018-11-25,OO,5434,SGF,ORD,1121,1119.0,-2.0,16.0,1135.0,1237.0,34.0,1258,1311.0,13.0,0.0,,0.0,97.0,112.0,62.0,438.0,,,,,,,-17,"The flight is ahead of schedule, with a scheduled arrival time 8 minutes before the scheduled departure time."
2018-01-13,EV,5613,LGA,CLT,1620,1722.0,62.0,22.0,1744.0,1926.0,5.0,1837,1931.0,54.0,0.0,,0.0,137.0,129.0,102.0,544.0,0.0,0.0,0.0,0.0,54.0,,217,"The flight is delayed due to expected congestion at Charlotte Douglas International Airport, which affects flight 5613 departing from New York LaGuardia (LGA). The estimated arrival time at Charlotte Douglas is approximately 2 hours behind the scheduled time. This delay is also partly caused by a short runway usage due to a prior arriving flight."
2018-03-16,AS,697,LAS,PDX,600,544.0,-16.0,12.0,556.0,750.0,5.0,813,755.0,-18.0,0.0,,0.0,133.0,131.0,114.0,763.0,,,,,,,-213,"The flight is delayed because the scheduled arrival time (813) is greater than the scheduled departure time (600), indicating a delay of 213 minutes."
2018-09-05,UA,2089,PIT,DEN,850,844.0,-6.0,12.0,856.0,953.0,7.0,1010,1000.0,-10.0,0.0,,0.0,200.0,196.0,177.0,1290.0,,,,,,,-30,"The flight is delayed because the actual scheduled arrival time (1010) is later than the scheduled departure time (850), which indicates a delay."
2018-02-03,WN,1941,SJC,LAX,735,732.0,-3.0,10.0,742.0,835.0,10.0,855,845.0,-10.0,0.0,,0.0,80.0,73.0,53.0,308.0,,,,,,,-120,"The flight is delayed because it departed early on scheduled time, the delay is actually a compensation"
2018-02-10,OO,5486,FCA,ORD,1240,1237.0,-3.0,23.0,1300.0,1641.0,14.0,1702,1655.0,-7.0,0.0,,0.0,202.0,198.0,161.0,1352.0,,,,,,,-602,The flight is delayed by 10 minutes due to potential air traffic control issues and late departure from the origin airport.
2018-06-15,AA,711,LAS,PHX,1009,959.0,-10.0,10.0,1009.0,1055.0,4.0,1124,1059.0,-25.0,0.0,,0.0,75.0,60.0,46.0,255.0,,,,,,,115,"Flight delay is likely due to late departure by American Airlines, therefore the flight will take longer then scheduled."
2018-06-11,AA,2281,DFW,SAT,2235,2228.0,-7.0,13.0,2241.0,2325.0,4.0,2337,2329.0,-8.0,0.0,,0.0,62.0,61.0,44.0,247.0,,,,,,,-49,"The flight is scheduled to arrive at the same time it departed, indicating no delay due to weather conditions. The early departure times suggest that the airline might be planning an efficient schedule with minimal delays. There could be another factor such as maintenance or technical issue affecting this particular flight."
2018-02-14,WN,49,DAL,HOU,1430,1428.0,-2.0,11.0,1439.0,1527.0,3.0,1540,1530.0,-10.0,0.0,,0.0,70.0,62.0,48.0,239.0,,,,,,,-70,"The flight had a significant delay of 70 minutes due to its estimated layover or re-routing, as indicated by the original scheduled departure and arrival times not matching the actual flight operations. The carrier WN has a lot of flights operating in DAL and HOU simultaneously which may lead to some delays given a normal traffic situation. There is no other information was provided about wether the delay is caused by technical problems or other kind of issues."
2018-06-13,EV,4283,EWR,RIC,815,827.0,12.0,18.0,845.0,937.0,10.0,1000,947.0,-13.0,0.0,,0.0,105.0,80.0,52.0,277.0,,,,,,,185,"The flight is delayed due to low air traffic and maintenance on the runway at EWR airport. The carrier has also announced that there are some mechanical issues with one of the aircraft's systems, which is causing the delay. The flight should take off soon after the delay time provided by the system."
2018-11-18,EV,4204,AUS,IAH,1000,950.0,-10.0,25.0,1015.0,1050.0,7.0,1110,1057.0,-13.0,0.0,,0.0,70.0,67.0,35.0,140.0,,,,,,,-110,"Flight 4204 of EV carrier is scheduled to depart at 1000, but it's scheduled to arrive at 1110. This means that the flight is leaving 1 hour after it should have, implying a significant delay."
2018-06-20,WN,2443,MDW,LAX,530,530.0,0.0,8.0,538.0,724.0,9.0,745,733.0,-12.0,0.0,,0.0,255.0,243.0,226.0,1750.0,,,,,,,-75,"The flight is departing before scheduled arrival time by 75 minutes due to the extra distance of the trip, making schedule unrealistic."
2018-07-28,HA,12,HNL,SFO,1310,1319.0,9.0,17.0,1336.0,2109.0,7.0,2120,2116.0,-4.0,0.0,,0.0,310.0,297.0,273.0,2398.0,,,,,,,170,"The flight was scheduled to take off at 1310, but the estimated departure time is now 1720, indicating a delay of approximately 110 minutes. Given the distance between HNL and SFO is around 2398 miles, it may be expected that flight 12 operated by HA would experience some delays due to operational capacity issues or inefficient scheduling. Typically, on non-holiday days like July 28th, flights are more likely subject to disruptions from pre-planned events like mechanical issues or air traffic control."
2018-02-18,AA,2260,DFW,PSP,1825,1820.0,-5.0,15.0,1835.0,1923.0,6.0,1934,1929.0,-5.0,0.0,,0.0,189.0,189.0,168.0,1126.0,,,,,,,-109,"The flight was delayed by almost 2 hours because the distance between DFW and PSP is 1126 miles, which suggests that the delay could be due to traffic or mechanical issues."
2018-11-29,DL,2183,ORF,ATL,540,539.0,-1.0,12.0,551.0,722.0,3.0,735,725.0,-10.0,0.0,,0.0,115.0,106.0,91.0,516.0,,,,,,,195,"The flight is delayed due to the long distance of 516.0 miles between ORF and ATL requires more time for arrival. The scheduled scheduled departure time was 540 minutes, but based on the calculated speed of the trip, the arrival time would be around 595 minutes which is delayed by 55 minutes. Additionally, it doesn't seem like there are any weather delays since there weren't weather conditions in this data.  Also, the calculated arrival and departed time suggests a delay of 195 minutes."
2018-11-08,OO,4532,MSP,SBN,2015,2033.0,18.0,89.0,2202.0,6.0,6.0,2254,12.0,78.0,0.0,,0.0,99.0,159.0,64.0,411.0,0.0,0.0,60.0,0.0,18.0,,-2886,"The flight is scheduled to depart in the year 2015, which is not a valid date. The current date is November 8th, 2018. Therefore, no delay can be predicted based on the provided information."
2018-01-22,G4,455,OKC,LAS,2103,2048.0,-15.0,12.0,2100.0,2121.0,4.0,2146,2125.0,-21.0,0.0,,0.0,163.0,157.0,141.0,986.0,,,,,,,93,"This flight is delayed due to the distance of approximately 986 miles between OKC and LAS, indicating that there might be air traffic control issues or some complications in routing the flight."
2018-09-04,NK,327,IAH,LAX,1550,1543.0,-7.0,12.0,1555.0,1648.0,12.0,1712,1700.0,-12.0,0.0,,0.0,202.0,197.0,173.0,1379.0,,,,,,,-62,"The scheduled departure time is before the scheduled arrival time, indicating a possible delay in terms of time. The actual flight may still be departing on time or early. Additional investigation suggests potential air traffic control issues were encountered."
2018-10-02,YX,3615,PVD,ORD,730,803.0,33.0,14.0,817.0,927.0,16.0,913,943.0,30.0,0.0,,0.0,163.0,160.0,130.0,849.0,30.0,0.0,0.0,0.0,0.0,,183,"The flight delay is predicted because the departure time (738) was earlier than scheduled arrival time at ORD (913). This suggests that the flight needed more time to take off or encountered some issues before taking off. However, there is not enough information about what specifically caused the delay."
2018-07-03,OH,5576,CLT,CAK,2210,2209.0,-1.0,15.0,2224.0,2322.0,4.0,2336,2326.0,-10.0,0.0,,0.0,86.0,77.0,58.0,394.0,,,,,,,-26,"The flight is approximately 26 minutes early, meaning it will depart ahead of schedule.
It appears that the flight has enough time to depart and arrive before its scheduled departure and arrival times.
The airline has likely optimized the flight schedule to take advantage of favorable wind conditions or reduced air traffic volume that day."
2018-07-30,AA,248,HNL,LAX,705,653.0,-12.0,20.0,713.0,1517.0,16.0,1537,1533.0,-4.0,0.0,,0.0,332.0,340.0,304.0,2556.0,,,,,,,-70,"The flight was delayed by approximately 70 minutes due to operational issues, likely related to the airline's internal procedures or mechanical concerns with one of the aircraft. The distance between Honolulu (HNL) and Los Angeles (LAX) is significant, suggesting that traffic delays and taxiing time may have contributed to the delay. This type of delay can be unpredictable and requires further investigation to determine the root cause."
2018-08-09,WN,786,MDW,SAN,820,856.0,36.0,11.0,907.0,1036.0,2.0,1025,1038.0,13.0,0.0,,0.0,245.0,222.0,209.0,1728.0,,,,,,,205,"The flight WN786 from MDW to SAN is delayed due to weather conditions on the route, as it typically takes approximately 205 minutes longer than the scheduled arrival time. The distance between MDW and SAN is quite long at 1728 kilometers, and severe weather can significantly impact flight duration. Additionally, the flight has already departed (at 820), so the delay is unlikely to be a last-minute scheduling issue."
2018-02-16,WN,58,HOU,DAL,2000,2000.0,0.0,10.0,2010.0,2049.0,10.0,2105,2059.0,-6.0,0.0,,0.0,65.0,59.0,39.0,239.0,,,,,,,-105,"This flight is delayed by approximately 105 minutes, meaning it should have landed 105 minutes ago. According to the information provided, the scheduled arrival time was 2015, but the current arrival time is 2105. This suggests that there are operational issues with the flight or airport, such as mechanical problems or air traffic control inefficiencies."
2018-05-12,OO,5575,DEN,MOT,2000,1950.0,-10.0,12.0,2002.0,2218.0,3.0,2257,2221.0,-36.0,0.0,,0.0,117.0,91.0,76.0,604.0,,,,,,,-317,"The flight is delayed by 317 minutes, which means it took longer than scheduled to depart. This could be due to various factors such as air traffic control, maintenance issues or poor scheduling of the flight."
2018-10-14,EV,2867,DFW,GRK,905,1009.0,64.0,12.0,1021.0,1049.0,2.0,1001,1051.0,50.0,0.0,,0.0,56.0,42.0,28.0,134.0,0.0,0.0,0.0,0.0,50.0,,-46,"This flight is delayed as the scheduled departure time (905 minutes) is earlier than the scheduled arrival time (1001 minutes), so it likely departed early, resulting in a delay."
2018-12-04,AS,863,PDX,OGG,1709,1711.0,2.0,13.0,1724.0,2040.0,4.0,2135,2044.0,-51.0,0.0,,0.0,386.0,333.0,316.0,2562.0,,,,,,,-1666,"The flight is scheduled to depart at 1709, but it arrived at 2135, so the delay is positive. This indicates that the flight took longer than expected to take off."
2018-05-13,AA,1056,ORD,EWR,1851,1922.0,31.0,67.0,2029.0,2301.0,9.0,2210,2310.0,60.0,0.0,,0.0,139.0,168.0,92.0,719.0,0.0,0.0,60.0,0.0,0.0,,359,"The flight was delayed by approximately 2 hours and 56 minutes due to the scheduled departure time being later than the arrival time, indicating a significant delay."
2018-11-02,OO,7434,ITH,DTW,1740,1724.0,-16.0,8.0,1732.0,1841.0,8.0,1920,1849.0,-31.0,0.0,,0.0,100.0,85.0,69.0,353.0,,,,,,,-60,"The flight is delayed by 180 minutes due to the difference between the scheduled departure time and arrival time, which indicates that the flight took off before its scheduled departure time. The flight traveled a relatively short distance of 353 miles, suggesting it could have been delayed by other factors such as air traffic control or mechanical issues. However, without further information, this is the most plausible explanation based on the provided data."
2018-06-14,9E,3281,ATL,GTR,1028,1023.0,-5.0,14.0,1037.0,1016.0,3.0,1037,1019.0,-18.0,0.0,,0.0,69.0,56.0,39.0,241.0,,,,,,,-9,"The flight is delayed due to a lack of runway availability in ATL, causing the aircraft to take off after the scheduled departure time to ensure safe takeoff and landing."
2018-04-21,WN,4209,SAN,LAS,755,745.0,-10.0,25.0,810.0,856.0,6.0,905,902.0,-3.0,0.0,,0.0,70.0,77.0,46.0,258.0,,,,,,,150,"The flight is delayed because its scheduled departure time (755) is more than the scheduled arrival time of another flight at the same airport, indicating a possible slot conflict."
2018-06-23,YV,6094,IAH,VPS,1435,1431.0,-4.0,16.0,1447.0,1559.0,11.0,1626,1610.0,-16.0,0.0,,0.0,111.0,99.0,72.0,528.0,,,,,,,-131,"The flight is delayed because it departed late. The scheduled departue time was 1435, but the actual departure time is earlier than this."
2018-06-05,AS,651,DFW,SEA,1024,1018.0,-6.0,15.0,1033.0,1214.0,12.0,1240,1226.0,-14.0,0.0,,0.0,256.0,248.0,221.0,1660.0,,,,,,,-200,"The flight is expected to be on time as it already departed before its scheduled departure time. The airline, AS, had started the aircraft at its scheduled departure time of 1024 minutes past its originally scheduled departure time. Since then, no delay has been detected."
2018-01-30,UA,517,SFO,IAD,1645,1636.0,-9.0,20.0,1656.0,21.0,3.0,44,24.0,-20.0,0.0,,0.0,299.0,288.0,265.0,2419.0,,,,,,,1601,"Based on the provided information, the delay appears to be excessive due to the significantly shorter arrival time compared to the scheduled departure time, which may indicate mechanical issues or operational problems with the flight."
2018-03-30,YV,6267,IAH,TUS,1001,1000.0,-1.0,15.0,1015.0,1024.0,5.0,1050,1029.0,-21.0,0.0,,0.0,169.0,149.0,129.0,936.0,,,,,,,49,"This flight is delayed because it is behind schedule, but there isn't sufficient information on other flights or schedules to determine a more specific reason for the delay, however distance and departure might be a contributing factor."
2018-07-05,MQ,4088,SDF,LGA,618,616.0,-2.0,11.0,627.0,814.0,21.0,829,835.0,6.0,0.0,,0.0,131.0,139.0,107.0,659.0,,,,,,,-67,"The flight is departing earlier than scheduled, suggesting that it may not be a delay but potentially an early boarding or a schedule adjustment."
2018-01-24,OO,4622,SLC,LAS,1400,1355.0,-5.0,23.0,1418.0,1420.0,18.0,1435,1438.0,3.0,0.0,,0.0,95.0,103.0,62.0,368.0,,,,,,,60,"The flight is delayed due to expected heavier traffic in the afternoon, which may slow down the departure process. The airport's infrastructure and air traffic control systems will likely be under strain during this time, leading to a slower departure than usual. This could result in a delay that affects the schedule."
2018-03-18,WN,3838,PDX,SMF,1635,1638.0,3.0,8.0,1646.0,1755.0,2.0,1800,1757.0,-3.0,0.0,,0.0,85.0,79.0,69.0,479.0,,,,,,,-25,"This flight is delayed due to expected air traffic, as the distance between PDX and SMF is relatively long (479 miles), which may require extra time for clearance procedures."
2018-11-06,AS,450,PDX,JFK,2122,2113.0,-9.0,16.0,2129.0,452.0,13.0,524,505.0,-19.0,0.0,,0.0,302.0,292.0,263.0,2454.0,,,,,,,-1232,"The flight is scheduled to depart at 21:22 and arrive at 17:24. This indicates a short flight, and the actual delay suggests a significant departure time error, possibly due to timing errors in the schedule, pilot or air traffic control issues."
2018-01-08,WN,5695,MCO,BHM,2030,2041.0,11.0,11.0,2052.0,2100.0,2.0,2105,2102.0,-3.0,0.0,,0.0,95.0,81.0,68.0,479.0,,,,,,,-35,The flight is scheduled to start on time and is expected to arrive at the destination early due to the relatively short distance and no weather-related concerns.
2018-02-12,B6,826,LGB,SJC,645,638.0,-7.0,23.0,701.0,756.0,5.0,803,801.0,-2.0,0.0,,0.0,78.0,83.0,55.0,324.0,,,,,,,158,"Based on the information provided, this flight is delayed because of potential operational issues or unforeseen circumstances that may have arisen since the scheduled departure time. According to airline policies, flights with a delay in cruise range between 15-60 from scheduled times fall under 'Normal Delay'. The precise explanations could include factors such as air traffic management constraints, mechanical issues etc., which are not explicitly mentioned here."
2018-08-19,UA,1636,HNL,LAX,1515,1516.0,1.0,23.0,1539.0,2332.0,25.0,2355,2357.0,2.0,0.0,,0.0,340.0,341.0,293.0,2556.0,,,,,,,-60,"The flight is arriving early, therefore it isn't delayed."
2018-10-04,OO,3142,PHX,PSP,740,735.0,-5.0,23.0,758.0,845.0,5.0,852,850.0,-2.0,0.0,,0.0,72.0,75.0,47.0,261.0,,,,,,,112,"The flight was delayed by approximately 12 minutes due to possible air traffic jam in the busy airspace during departure, and also because the plane had a long distance to travel which is 261.0 km (distance between PHX and PSP) where the expected time of arrival - scheduled, might be more than the real one because the aircraft was supposed to land at destination airport 112 minutes after departure."
2018-01-21,9E,3652,CRW,ATL,1930,1918.0,-12.0,15.0,1933.0,2031.0,7.0,2105,2038.0,-27.0,0.0,,0.0,95.0,80.0,58.0,363.0,,,,,,,-75,"The flight is under-scheduled since its scheduled departure time (1930) is less than the scheduled arrival time (2105). The flight has a longer distance, and this might be causing a delay. Given that it's not even day yet, but still morning, other flights may also be being delayed due to traffic or low visibility conditions which isn't mentioned in your query."
2018-05-03,B6,486,JFK,ROC,2259,2347.0,48.0,30.0,17.0,109.0,5.0,21,114.0,53.0,0.0,,0.0,82.0,87.0,52.0,264.0,2.0,0.0,5.0,0.0,46.0,,2987,"Early departure (CRS_DEP_TIME: 2259). The scheduled arrival time was extremely early, indicating possible efficiency issues or early arrival without sufficient boarding process."
2018-04-06,DL,1439,HOU,ATL,640,639.0,-1.0,15.0,654.0,920.0,11.0,937,931.0,-6.0,0.0,,0.0,117.0,112.0,86.0,696.0,,,,,,,297,"The flight was delayed by 297 minutes, which is around 4 hours and 57 minutes. This can be attributed to the fact that the scheduled departure time was earlier than the scheduled arrival time, indicating a potential issue with flight duration or routing. The actual flight took longer than expected due to unforeseen circumstances."
2018-07-31,WN,2086,MCO,BWI,1600,1607.0,7.0,52.0,1659.0,1900.0,3.0,1820,1903.0,43.0,0.0,,0.0,140.0,176.0,121.0,787.0,7.0,0.0,36.0,0.0,0.0,,220,The flight is delayed by approximately 220 minutes (3 hours and 40 minutes) likely due to crew scheduling issues or inadequate airport capacity.
2018-01-22,WN,1103,ONT,LAS,535,533.0,-2.0,17.0,550.0,633.0,5.0,635,638.0,3.0,0.0,,0.0,60.0,65.0,43.0,197.0,,,,,,,100,"This flight is delayed by approximately 1 hour due to potential air traffic control issues at the departure airport (ONT), as it appears that more flights than usual are operating around this time. Additionally, the relatively short distance between ONT and LAS suggests a limited window for departure and arrival times, increasing the likelihood of delays. These factors combined suggest an internal airline issue or operational problem"
2018-05-18,OO,5189,SMF,LAX,1605,1603.0,-2.0,25.0,1628.0,1729.0,40.0,1752,1809.0,17.0,0.0,,0.0,107.0,126.0,61.0,373.0,0.0,0.0,17.0,0.0,0.0,,147,"The flight is delayed approximately 147 minutes because the scheduled departure time of 1605 may not align with the airline's or airport's operations, possibly due to air traffic control or operational issues."
2018-01-11,DL,1391,SLC,PHX,837,833.0,-4.0,25.0,858.0,1012.0,13.0,1031,1025.0,-6.0,0.0,,0.0,114.0,112.0,74.0,507.0,,,,,,,104,"This flight is predicted to be delayed because it departed earlier than its scheduled departure time, suggesting that there might be some issues with the crew or a mechanical issue."
2018-08-13,9E,5477,BOS,JAX,750,,,,,,,1042,,,1.0,C,0.0,172.0,,,1010.0,,,,,,,-32,"The flight is departing 28 minutes before its scheduled arrival time, indicating that it should arrive at the destination airport approximately 10 minutes before its original schedule."
2018-01-04,OO,3596,ATL,MOB,2333,2341.0,8.0,12.0,2353.0,2346.0,7.0,2355,2353.0,-2.0,0.0,,0.0,82.0,72.0,53.0,302.0,,,,,,,22,"The flight is delayed due to operational issues, with a difference of 22 minutes between the scheduled departure time and the actual departure time."
2018-08-19,WN,5576,TPA,BNA,2015,2026.0,11.0,16.0,2042.0,2108.0,4.0,2100,2112.0,12.0,0.0,,0.0,105.0,106.0,86.0,612.0,,,,,,,1234,"The flight has been delayed due to potential traffic issues and air traffic control delays, which are common in the TPA area during peak travel periods. The flight is scheduled for a short departure window after a red-eye, which may increase the likelihood of delays. Additionally, WN Flight 5576 flies this route frequently, suggesting that delays are a known issue with this specific flight number."
2018-01-19,G4,825,DSM,PIE,936,917.0,-19.0,9.0,926.0,1239.0,7.0,1316,1246.0,-30.0,0.0,,0.0,160.0,149.0,133.0,1126.0,,,,,,,300,"Given the distance of 1126.0 km and the scheduled arrival time being 3 hours after departure, it is reasonable to assume that the flight was delayed due to air traffic control or other operational issues."
2018-06-16,AS,488,SEA,SAN,2115,2140.0,25.0,34.0,2214.0,30.0,5.0,2359,35.0,36.0,0.0,,0.0,164.0,175.0,136.0,1050.0,0.0,0.0,11.0,0.0,25.0,,284,"The flight is delayed due to potential air traffic control congestion at the departure gate, as indicated by the shorter scheduled arrival time compared to the planned distance. The airline's maintenance team also conducted some checks on the aircraft before departure, causing a slight delay. Additionally, the crew needs extra time to taxi out of the gate and complete pre-flight procedures."
2018-05-07,DL,1721,MSP,FSD,2205,2202.0,-3.0,16.0,2218.0,2257.0,3.0,2304,2300.0,-4.0,0.0,,0.0,59.0,58.0,39.0,196.0,,,,,,,-299,"Since the scheduled departure time is before the flight's arrival time, and considering that this could be a short-haul domestic flight, it is likely that there is no delay. Given that distance between two airports (196.0) does usually mean there might be delays on long-haul flights but for this case its quite low probability."
2018-11-12,EV,4272,MSN,EWR,615,609.0,-6.0,15.0,624.0,903.0,12.0,933,915.0,-18.0,0.0,,0.0,138.0,126.0,99.0,799.0,,,,,,,318,"Shortlisted reasons for delayed flight include mechanical issues, air traffic control delays and flight crew health concern. However, there is insufficient information in the flight data to determine the exact reason with certainty."
2018-12-10,AA,1446,DFW,TUL,2025,2045.0,20.0,17.0,2102.0,2146.0,2.0,2126,2148.0,22.0,0.0,,0.0,61.0,63.0,44.0,237.0,20.0,0.0,2.0,0.0,0.0,,-2,"The flight departure time of 1446 AA from DFW is delayed due to schedule inefficiencies, given the scheduled arrival of 2144 at TUL and distance apart is only 237.0nm."
2018-10-25,9E,3415,CAK,ATL,1659,1647.0,-12.0,10.0,1657.0,1816.0,7.0,1842,1823.0,-19.0,0.0,,0.0,103.0,96.0,79.0,528.0,,,,,,,-43,"The flight was delayed by only 23 minutes due to a short distance of approximately 528 miles, indicating that the flight completed on schedule except for minor unforeseen delays. Given the short distance and relatively low travel time, it is likely that any challenges encountered were managed successfully. The carrier's efficient management ensured a smooth journey, despite some delay."
2018-02-09,UA,1983,EWR,TPA,2009,2001.0,-8.0,24.0,2025.0,2254.0,6.0,2313,2300.0,-13.0,0.0,,0.0,184.0,179.0,149.0,997.0,,,,,,,-2044,"The flight is scheduled to depart at 14:09 and arrives at 23:13, but it is departing early (at 20:09), which means a delay of approximately 3358 minutes due to the current travel time being shorter than expected. The reason for this is unknown without further information."
